Handle,Title,Body (HTML),Product Category,Type,Tags,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
aberporth-sofa,ABERPORTH Sofa,"<p>FREE SHIPPING<br>
ABERPORTH Sofa adds a Transitional touch while keeping the room feeling warm and welcoming. Built as a upholstery sofa, it pairs well with a wide range of interiors. Crafted from Linen-like, Solid Wood, Others, it is finished in Gray tones that pair easily with surrounding decor.<br>
Product Dimensions: 87"" L x 37"" W x 38"" H (SEAT HT: 18"", SEAT DP: 21"")<br>
Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials:Linen-like, Solid Wood<br>
Color:Gray<br>
Weight: 131 lbs</p>",,Upholstery,"ABERPORTH, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Sofa, Upholstery",Title,Default Title,,,,,,,,SM5406-SF,59421.0087,shopify,0,deny,manual,1557,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SM5406-SF-1_440440d4-ae0a-42b7-bb65-50859aa24957.jpg?v=1771825190,1,ABERPORTH Sofa,FALSE,Aberporth Sofa in Gray | GOODDEGG,The ABERPORTH Sofa offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,519,active
aberporth-sofa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SM5406-1-Z_33547d16-28a5-4e10-a413-d183db18605c.jpg?v=1771825190,2,ABERPORTH Sofa,,,,,,,,
aberporth-loveseat,ABERPORTH Loveseat,"<p>FREE SHIPPING<br>
Elevate your space with ABERPORTH Loveseat, styled in Transitional and designed for everyday comfort. This upholstery loveseat is made to fit naturally into the room. With Linen-like, Solid Wood, Others and Gray tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 64"" L x 37"" W x 38"" H (SEAT HT: 18"", SEAT DP: 21"")<br>
Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials:Linen-like, Solid Wood<br>
Color:Gray<br>
Weight: 103 lbs</p>",,Upholstery,"ABERPORTH, Furniture of America, Indoor Furniture, Loveseat, New Arrival, Quick Ship Furniture, Upholstery",Title,Default Title,,,,,,,,SM5406-LV,46720.01411,shopify,20,deny,manual,1440,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SM5406-LV-1_686908d5-603d-4103-b4c1-ed203bbc4ba9.jpg?v=1771825189,1,ABERPORTH Loveseat,FALSE,ABERPORTH Loveseat in Gray | GOODDEGG,The ABERPORTH Loveseat offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,480,active
aberporth-loveseat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SM5406-1-Z_d6cd704c-71d8-4837-85db-7a261495e5d6.jpg?v=1771825189,2,ABERPORTH Loveseat,,,,,,,,
aberporth-chair,ABERPORTH Chair,"<p>FREE SHIPPING<br>
ABERPORTH Chair brings a Transitional look to your home with a refined, comfortable feel. As a upholstery chair, it is designed to complement your space. The Linen-like, Solid Wood, Others construction is complemented by Multi tones for a polished look.<br>
Product Dimensions: 46"" L x 43"" W x 39"" H (SEAT HT: 18"", SEAT DP: 21"")<br>
Features<br>
- Made with solid wood &amp; wood veneer</p>

<p>Materials:Linen-like, Solid Wood<br>
Color:Multi<br>
Weight: 86 lbs</p>",,Upholstery,"ABERPORTH, Chair, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Upholstery",Title,Default Title,,,,,,,,SM5406-CH,39008.98918,shopify,20,deny,manual,1053,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SM5406-CH-1_5d06848f-91c7-45d9-a754-78e5c092db20.jpg?v=1771825189,1,ABERPORTH Chair,FALSE,Aberporth Chair in Multi | GOODDEGG,The ABERPORTH Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,351,active
aberporth-chair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/SM5406-1-Z_c0c60ee8-e717-47d8-8022-ce634de6f485.jpg?v=1771825189,2,ABERPORTH Chair,,,,,,,,
abbi-table-lamp-accent,ABBI Table Lamp Accent,"<p>FREE SHIPPING<br>
ABBI Table Lamp adds a Contemporary touch while keeping the room feeling warm and welcoming. This accent lighting is made to fit naturally into the room. Crafted from Fabric, Glass, Metal, Others, it is finished in Black tones that pair easily with surrounding decor.<br>
Product Dimensions: 16"" L x 9"" W x 27 1 or 4"" H</p>

<p>Bonus storage &amp; convenience features (from matching set pieces):</p>

<p>USB Port</p>

<p>Materials:Fabric, Glass, Metal<br>
Weight: 13.76 lbs</p>",,Accent,"ABBI, Accent, Furniture of America, Indoor Furniture, Lighting, New Arrival, Quick Ship Furniture",Color,Black,,,,,,,,L76389BK,6240.977419,shopify,20,deny,manual,267,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/L76389BK-1_e74b8b14-a59d-49a8-b1b3-b87b92f16e25.jpg?v=1771825188,1,ABBI Table Lamp Accent,FALSE,ABBI Table Lamp in Black | GOODDEGG,The ABBI Table Lamp brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,99,active
abbi-table-lamp-accent,,,,,,,Chrome,,,,,,,,L76389CR,6240.977419,shopify,20,deny,manual,267,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/L76389CR-1_646a31b6-af33-4d7e-a49b-7363ddb5fee3.jpg?v=1771825188,2,ABBI Table Lamp Accent,,,,,lb,,99,
abbi-table-lamp-accent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/L76389BK-2_dfb94a52-9f99-40b3-bd3a-1a0b04447694.jpg?v=1771825188,3,ABBI Table Lamp Accent,,,,,,,,
abbi-table-lamp-accent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/L76389BK-3_ace5ff08-1f40-4c96-a9ee-cfbe4a1901d9.jpg?v=1771825188,4,ABBI Table Lamp Accent,,,,,,,,
abbey-5-x-8-area-rug-rg5113,ABBEY 5' X 8' Area Rug,"<p>FREE SHIPPING<br>
ABBEY 5' X 8' Area Rug brings a Contemporary look to your home with a refined, comfortable feel. Built as a accent rug, it pairs well with a wide range of interiors. The Nylon construction is complemented by Multi tones for a polished look.<br>
Product Dimensions: 5' x 8'</p>

<p>Materials:Nylon<br>
Weight: 10 lbs</p>",,Accent,"ABBEY, Accent, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Rug",Color,Multi,,,,,,,,RG5113,4536.014418,shopify,20,deny,manual,117,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5113-Z_1a0bd0d7-9bec-43fb-a8dd-a6fa47365686.jpg?v=1771825187,1,ABBEY 5' X 8' Area Rug,FALSE,ABBEY 5' X 8' Area Rug in Multi | GOODDEGG,The ABBEY Area Rug adds warmth and comfort underfoot. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,39,active
abbey-5-x-8-area-rug-rg5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5113-CLOSEUP2_4592b30a-2dfd-4828-95eb-e20daab83e08.jpg?v=1771825187,2,ABBEY 5' X 8' Area Rug,,,,,,,,
abbey-5-x-8-area-rug-rg5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5113-CLOSEUP1_3c09312d-ef48-4d58-bd91-f462f21971d5.jpg?v=1771825187,3,ABBEY 5' X 8' Area Rug,,,,,,,,
abbey-5-x-8-area-rug,ABBEY 5' X 8' Area Rug,"<p>FREE SHIPPING<br>
ABBEY 5' X 8' Area Rug adds a Contemporary touch while keeping the room feeling warm and welcoming. As a accent rug, it is designed to complement your space. Crafted from Nylon, it is finished in Red tones that pair easily with surrounding decor.<br>
Product Dimensions: 5' x 8'</p>

<p>Materials:Nylon<br>
Weight: 10 lbs</p>",,Accent,"ABBEY, Accent, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Rug",Color,Red,,,,,,,,RG5110,4536.014418,shopify,20,deny,manual,117,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5110-Z_a9ad7929-977d-40c0-8206-fb55a94e4919.jpg?v=1771825186,1,ABBEY 5' X 8' Area Rug,FALSE,ABBEY 5' X 8' Area Rug in Red | GOODDEGG,The ABBEY Area Rug adds warmth and comfort underfoot. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,39,active
abbey-5-x-8-area-rug,,,,,,,Multi,,,,,,,,RG5112,4536.014418,shopify,20,deny,manual,117,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5112-Z_a4db8d9a-943a-41c7-9d13-e271076051ed.jpg?v=1771825186,2,ABBEY 5' X 8' Area Rug,,,,,lb,,39,
abbey-5-x-8-area-rug,,,,,,,Us Map,,,,,,,,RG5114,4536.014418,shopify,20,deny,manual,117,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5114-Z_eabbf34b-e02b-46e1-82ee-a4df414fbcc0.jpg?v=1771825186,3,ABBEY 5' X 8' Area Rug,,,,,lb,,39,
abbey-5-x-8-area-rug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5110-CLOSEUP2_97ffd597-6c41-4222-9042-0b28a7f2344d.jpg?v=1771825186,4,ABBEY 5' X 8' Area Rug,,,,,,,,
abbey-5-x-8-area-rug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5110-CLOSEUP1_09dd263b-c517-41f4-8b07-21648a38b4c9.jpg?v=1771825186,5,ABBEY 5' X 8' Area Rug,,,,,,,,
abbey-5-x-8-area-rug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5112-CLOSEUP2_e44e76e0-c558-4e86-a869-f72cea3e4d9a.jpg?v=1771825186,6,ABBEY 5' X 8' Area Rug,,,,,,,,
abbey-5-x-8-area-rug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5112-CLOSEUP1_7c30af31-0d7c-4cdf-97bb-2af5f734be40.jpg?v=1771825186,7,ABBEY 5' X 8' Area Rug,,,,,,,,
abbey-5-x-8-area-rug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5114-CLOSEUP2_184a0a9d-e09b-4ee1-90e6-509f04693967.jpg?v=1771825186,8,ABBEY 5' X 8' Area Rug,,,,,,,,
abbey-5-x-8-area-rug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5114-CLOSEUP1_74fa29e1-39ab-4665-a6ad-ad849b107455.jpg?v=1771825186,9,ABBEY 5' X 8' Area Rug,,,,,,,,
abbey-4-9-x-6-9-area-rug-rg5210,"ABBEY 4' 9"" X 6' 9"" Area Rug","<p>FREE SHIPPING<br>
Make the room feel complete with ABBEY 4' 9"" X 6' 9"" Area Rug and its Contemporary character. As a accent rug, it is designed to complement your space. Finished in Alphabet  or  Multi tones, the Nylon build balances durability with visual appeal.<br>
Product Dimensions: 5' x 7'</p>

<p>Materials:Nylon<br>
Weight: 9 lbs</p>",,Accent,"ABBEY, Accent, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Rug",Color,Alphabet/Multi,,,,,,,,RG5210,4082.013815,shopify,20,deny,manual,117,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5210-1-Z_db7b0d88-d66b-4c93-b768-839536ef09e7.jpg?v=1771825185,1,"ABBEY 4' 9"" X 6' 9"" Area Rug",FALSE,"ABBEY 4' 9"" X 6' 9"" Area Rug in Alphabet  or  Multi | GOODDEGG",The ABBEY Area Rug adds warmth and comfort underfoot. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,39,active
abbey-4-9-x-6-9-area-rug,"ABBEY 4' 9"" X 6' 9"" Area Rug","<p>FREE SHIPPING<br>
ABBEY 4' 9"" X 6' 9"" Area Rug adds a Contemporary touch while keeping the room feeling warm and welcoming. Built as a accent rug, it pairs well with a wide range of interiors. Crafted from Nylon, it is finished in Alphabet  or  Multi tones that pair easily with surrounding decor.<br>
Product Dimensions: 5' x 7'</p>

<p>Materials:Nylon<br>
Weight: 9 lbs</p>",,Accent,"ABBEY, Accent, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, Rug",Color,Alphabet/Multi,,,,,,,,RG5209,4082.013815,shopify,20,deny,manual,117,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5209-1-Z_9dc3d6a0-b7f0-4f30-adae-14233a69b956.jpg?v=1771825184,1,"ABBEY 4' 9"" X 6' 9"" Area Rug",FALSE,"ABBEY 4' 9"" X 6' 9"" Area Rug in Alphabet  or  Multi | GOODDEGG",The ABBEY Area Rug adds warmth and comfort underfoot. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,39,active
abbey-4-9-x-6-9-area-rug,,,,,,,Sports,,,,,,,,RG5211,4082.013815,shopify,20,deny,manual,117,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5211-1-Z_fdf74d93-e5f2-4c14-8be2-fa253822d196.jpg?v=1771825184,2,"ABBEY 4' 9"" X 6' 9"" Area Rug",,,,,lb,,39,
abbey-4-9-x-6-9-area-rug,,,,,,,Solar System,,,,,,,,RG5212,4082.013815,shopify,20,deny,manual,117,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/RG5212-1-Z_2dda35b0-ca20-4c52-af05-75cc97208e85.jpg?v=1771825184,3,"ABBEY 4' 9"" X 6' 9"" Area Rug",,,,,lb,,39,
aalok-nightstand-w-usb-bedroom,AALOK Nightstand w/ USB Bedroom,"<p>FREE SHIPPING<br>
AALOK Nightstand w/ USB brings a Glam look to your home with a refined, comfortable feel. As a bedroom night stand, it is designed to complement your space. The Solid Wood, Wood Veneer, Others construction is complemented by Silver tones for a polished look.<br>
Product Dimensions: 33 3 or 8"" W x 17""D x 27 3 or 4"" H<br>
Features<br>
- Glam design<br>
- Made with solid wood &amp; wood veneer<br>
- Elegant cabriole legs</p>

<p>Bonus storage &amp; convenience features (from matching set pieces):</p>

<p>Felt-lined Top Drawer<br>
USB Charger on Night Stand</p>

<p>Materials:Solid Wood, Wood Veneer<br>
Color:Silver<br>
Weight: 74.8 lbs</p>",,Bedroom,"AALOK, Bedroom, Furniture of America, Indoor Furniture, New Arrival, Night Stand, Quick Ship Furniture",Title,Default Title,,,,,,,,CM7864N,33928.98143,shopify,20,deny,manual,450,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864N-1_b721daec-60cf-45b1-ae41-826e146d0210.jpg?v=1771825183,1,AALOK Nightstand w/ USB Bedroom,FALSE,AALOK Nightstand w/ USB in Silver | GOODDEGG,The AALOK Nightstand w/ USB brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,170,active
aalok-nightstand-w-usb-bedroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-1-Z_d51d9240-11d9-4b84-9bb4-a0dd6fe76b4e.jpg?v=1771825183,2,AALOK Nightstand w/ USB Bedroom,,,,,,,,
aalok-dresser,AALOK Dresser,"<p>FREE SHIPPING<br>
Elevate your space with AALOK Dresser, styled in Glam and designed for everyday comfort. As a bedroom dresser, it is designed to complement your space. With Solid Wood, Wood Veneer, Others and Silver tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: 62"" W x 17""D x 40"" H<br>
Features<br>
- Glam design<br>
- Made with solid wood &amp; wood veneer<br>
- Elegant cabriole legs</p>

<p>Bonus storage &amp; convenience features (from matching set pieces):</p>

<p>Felt-lined Top Drawer<br>
Hidden Drawer in Dresser</p>

<p>Materials:Solid Wood, Wood Veneer<br>
Color:Silver<br>
Weight: 224.4 lbs</p>",,Bedroom,"AALOK, Bedroom, Dresser, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture",Title,Default Title,,,,,,,,CM7864D,101785.9918,shopify,20,deny,manual,990,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864D-1_3d0e6c89-92ee-41d5-a9ea-2412d99f97f2.jpg?v=1771825182,1,AALOK Dresser,FALSE,AALOK Dresser in Silver | GOODDEGG,The AALOK Dresser adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,400,active
aalok-dresser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-1-Z_6756225e-2956-46cf-b3ea-055530de1b05.jpg?v=1771825182,2,AALOK Dresser,,,,,,,,
aalok-chest,AALOK Chest,"<p>FREE SHIPPING<br>
AALOK Chest brings a Glam look to your home with a refined, comfortable feel. Built as a bedroom chest, it pairs well with a wide range of interiors. The Solid Wood, Wood Veneer, Others construction is complemented by Silver tones for a polished look.<br>
Product Dimensions: 38 3 or 8"" W x 17""D x 54"" H<br>
Features<br>
- Glam design<br>
- Made with solid wood &amp; wood veneer<br>
- Elegant cabriole legs</p>

<p>Bonus storage &amp; convenience features (from matching set pieces):</p>

<p>Felt-lined Top Drawer</p>

<p>Materials:Solid Wood, Wood Veneer<br>
Color:Silver<br>
Weight: 211.2 lbs</p>",,Bedroom,"AALOK, Bedroom, Chest, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture",Title,Default Title,,,,,,,,CM7864C,95798.9807,shopify,20,deny,manual,807,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864C-1_c8d15612-863d-47d2-88cd-1b5c1c26e2db.jpg?v=1771825181,1,AALOK Chest,FALSE,AALOK Chest in Silver | GOODDEGG,The AALOK Chest adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,329,active
aalok-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-1-Z_337b1b20-7ff5-4dde-a42c-a4e1d97ff255.jpg?v=1771825181,2,AALOK Chest,,,,,,,,
aalok-bed,AALOK Bed,"<p>FREE SHIPPING<br>
Make the room feel complete with AALOK Bed and its Glam character. This bedroom bed is made to fit naturally into the room. Finished in Silver  or  Warm Gray tones, the Velvet-like Fabric, Solid Wood, Wood Veneer, Others build balances durability with visual appeal.<br>
Product Dimensions: 91 3 or 4"" L x 81 5 or 8"" W x 70"" H<br>
Size: California King<br>
Features<br>
- Glam design<br>
- Upholstered in velvet-like fabric<br>
- Made with solid wood &amp; wood veneer<br>
- Padded Headboard &amp; Footboard with pleated design<br>
- Elegant cabriole legs<br>
- Foundation required</p>

<p>Bonus storage &amp; convenience features (from matching set pieces):</p>

<p>USB Charger on Night Stand<br>
Felt-lined Top Drawer<br>
Hidden Drawer in Dresser</p>

<p>Materials:Velvet-like Fabric, Solid Wood, Wood Veneer<br>
Color:Silver / Warm Gray<br>
Weight: 217.8 lbs</p>",,Bedroom,"AALOK, Bed, Bedroom, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture",Size,Cal.King,,,,,,,,CM7864CK-BED,98792.00995,shopify,20,deny,manual,1497,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-1-c_b5ae5b47-ae3e-47f7-a874-95518be37c9c.jpg?v=1771825180,1,AALOK Bed,FALSE,Aalok Bed California King in Silver  or  Warm Gray | GOODDEGG,The AALOK Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,lb,,559,active
aalok-bed,,,,,,,E.King,,,,,,,,CM7864EK-BED,96797.01999,shopify,20,deny,manual,1440,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-1-Z_eaf16ca7-63db-4ebe-b276-a0c5e1c7ab62.jpg?v=1771825180,2,AALOK Bed,,,,,lb,,539,
aalok-bed,,,,,,,Queen,,,,,,,,CM7864Q-BED,84821.99999,shopify,20,deny,manual,1197,,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-2_fc047826-629c-4548-83ab-9d98929563b4.jpg?v=1771825180,3,AALOK Bed,,,,,lb,,459,
aalok-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-3_66e63c1f-6f2b-45a1-a5ec-136d7c47958d.jpg?v=1771825180,4,AALOK Bed,,,,,,,,
aalok-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-4_68c0ed84-30ea-49fd-b76d-baa32d8d9f2d.jpg?v=1771825180,5,AALOK Bed,,,,,,,,
aalok-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-5_dd60359a-e02f-4a0a-8d62-3178b6b3d182.jpg?v=1771825180,6,AALOK Bed,,,,,,,,
aalok-bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/1948/4133/files/CM7864-6_be85bf39-3cfd-40c7-af6a-1062faf8aee2.jpg?v=1771825180,7,AALOK Bed,,,,,,,,
