Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
edelweiss-6-memory-foam-mattress-white,"EDELWEISS 6"" Memory Foam Mattress","FREE SHIPPING
EDELWEISS 6"" Memory Foam Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 39""L X 75""W X 6""H
Size: Twin
Features
- Memory foam comfort layer
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 18 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, EDELWEISS",TRUE,Color,White,Size,Twin,,,DM2006-T,8165,shopify,20,deny,manual,99,297,TRUE,FALSE,,,,"EDELWEISS 6"" Memory Foam Mattress",FALSE,"EDELWEISS 6"" Memory Foam Mattress Twin in White | GOODDEGG","EDELWEISS Memory Foam Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2006-T,new,TRUE,,g,,99,,,,,,,active
edelweiss-8-memory-foam-mattress-white,"EDELWEISS 8"" Memory Foam Mattress","FREE SHIPPING
Sleep easy with EDELWEISS 8"" Memory Foam Mattress, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7 construction keeps you comfortable, finished in White tones.
Product Dimensions: 54""L X 75""W X 6""H
Size: Full
Features
- Memory foam comfort layer
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 33 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, EDELWEISS",TRUE,Color,White,Size,Full,,,DM2008-F,14969,shopify,20,deny,manual,149,447,TRUE,FALSE,,,,"EDELWEISS 8"" Memory Foam Mattress",FALSE,"EDELWEISS 8"" Memory Foam Mattress Full in White | GOODDEGG","EDELWEISS Memory Foam Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2008-F,new,TRUE,,g,,149,,,,,,,active
edelweiss-8-memory-foam-mattress-white,"EDELWEISS 8"" Memory Foam Mattress","FREE SHIPPING
EDELWEISS 8"" Memory Foam Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7, it is finished in White tones and made for lasting comfort.
Product Dimensions: 60""L X 80""W X 8""H
Size: Queen
Features
- Memory foam comfort layer
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 39 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, EDELWEISS",TRUE,Color,White,Size,Queen,,,DM2008-Q,17690,shopify,20,deny,manual,159,477,TRUE,FALSE,,,,"EDELWEISS 8"" Memory Foam Mattress",FALSE,"EDELWEISS 8"" Memory Foam Mattress Queen in White | GOODDEGG","EDELWEISS Memory Foam Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2008-Q,new,TRUE,,g,,159,,,,,,,active
edelweiss-8-memory-foam-mattress-white,"EDELWEISS 8"" Memory Foam Mattress","FREE SHIPPING
EDELWEISS 8"" Memory Foam Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 39""L X 75""W X 8""H
Size: Twin
Features
- Memory foam comfort layer
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 24 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, EDELWEISS",TRUE,Color,White,Size,Twin,,,DM2008-T,10886,shopify,20,deny,manual,119,357,TRUE,FALSE,,,,"EDELWEISS 8"" Memory Foam Mattress",FALSE,"EDELWEISS 8"" Memory Foam Mattress Twin in White | GOODDEGG","EDELWEISS Memory Foam Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2008-T,new,TRUE,,g,,119,,,,,,,active
edrea-10-tight-top-pocket-coil-mattress-white-gray,"EDREA 10"" Tight Top Pocket Coil Mattress","FREE SHIPPING
EDREA 10"" Tight Top Pocket Coil is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Quilting: Designer Stretch Knit Fabric 4 Layer Continuous Quilting Hd Polyurethane Foam, it brings a reliable, comfortable feel with White or Gray tones.
Product Dimensions: 84""L X 72""W X 10""H
Size: California King
Features
- Supportive coil system for steady alignment
Materials: Quilting: Designer Stretch Knit Fabric 4 Layer Continuous Quilting Hd Polyurethane Foam.
Color: White or Gray
Weight: 85 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, EDREA",TRUE,Color,White/Gray,Size,Cal.King,,,DM336CK-M,38555,shopify,20,deny,manual,479,1167,TRUE,FALSE,,,,"EDREA 10"" Tight Top Pocket Coil Mattress",FALSE,"EDREA 10"" Tight Top Pocket Coil California King | GOODDEGG","EDREA Tight Top Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM336CK-M,new,TRUE,,g,,479,,,,,,,active
edrea-10-tight-top-pocket-coil-mattress-white-gray,"EDREA 10"" Tight Top Pocket Coil Mattress","FREE SHIPPING
Sleep easy with EDREA 10"" Tight Top Pocket Coil, designed to deliver comfort and steady support night after night. Its Mattress design keeps the look clean and inviting. The Quilting: Designer Stretch Knit Fabric 4 Layer Continuous Quilting Hd Polyurethane Foam construction keeps you comfortable, finished in White or Gray tones.
Product Dimensions: 80""L X 76""W X 10""H
Size: Eastern King
Features
- Supportive coil system for steady alignment
Materials: Quilting: Designer Stretch Knit Fabric 4 Layer Continuous Quilting Hd Polyurethane Foam.
Color: White or Gray
Weight: 85 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, EDREA",TRUE,Color,White/Gray,Size,E.King,,,DM336EK-M,38555,shopify,20,deny,manual,479,1167,TRUE,FALSE,,,,"EDREA 10"" Tight Top Pocket Coil Mattress",FALSE,"EDREA 10"" Tight Top Pocket Coil Eastern King | GOODDEGG","EDREA Tight Top Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM336EK-M,new,TRUE,,g,,479,,,,,,,active
edrea-10-tight-top-pocket-coil-mattress-white-gray,"EDREA 10"" Tight Top Pocket Coil Mattress","FREE SHIPPING
EDREA 10"" Tight Top Pocket Coil offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with Quilting: Designer Stretch Knit Fabric 4 Layer Continuous Quilting Hd Polyurethane Foam, it is finished in White or Gray tones and made for lasting comfort.
Product Dimensions: 75""L X 54""W X 10""H
Size: Full
Features
- Supportive coil system for steady alignment
Materials: Quilting: Designer Stretch Knit Fabric 4 Layer Continuous Quilting Hd Polyurethane Foam.
Color: White or Gray
Weight: 55 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, EDREA",TRUE,Color,White/Gray,Size,Full,,,DM336F-M,24948,shopify,20,deny,manual,339,837,TRUE,FALSE,,,,"EDREA 10"" Tight Top Pocket Coil Mattress",FALSE,"EDREA 10"" Tight Top Pocket Coil Full in White Gray | GOODDEGG","EDREA Tight Top Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM336F-M,new,TRUE,,g,,339,,,,,,,active
edrea-10-tight-top-pocket-coil-mattress-white-gray,"EDREA 10"" Tight Top Pocket Coil Mattress","FREE SHIPPING
EDREA 10"" Tight Top Pocket Coil is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Quilting: Designer Stretch Knit Fabric 4 Layer Continuous Quilting Hd Polyurethane Foam, it brings a reliable, comfortable feel with White or Gray tones.
Product Dimensions: 80""L X 60""W X 10""H
Size: Queen
Features
- Supportive coil system for steady alignment
Materials: Quilting: Designer Stretch Knit Fabric 4 Layer Continuous Quilting Hd Polyurethane Foam.
Color: White or Gray
Weight: 65 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, EDREA",TRUE,Color,White/Gray,Size,Queen,,,DM336Q-M,29484,shopify,20,deny,manual,379,927,TRUE,FALSE,,,,"EDREA 10"" Tight Top Pocket Coil Mattress",FALSE,"EDREA 10"" Tight Top Pocket Coil Queen in White Gray | GOODDEGG","EDREA Tight Top Pocket Coil supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM336Q-M,new,TRUE,,g,,379,,,,,,,active
elbertyna-8-tight-top-mattress-white,"ELBERTYNA 8"" Tight Top Mattress","FREE SHIPPING
ELBERTYNA 8"" Tight Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam, it is finished in White tones and made for lasting comfort.
Product Dimensions: 84""L X 72""W X 8""H
Size: California King
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 70 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ELBERTYNA",TRUE,Color,White,Size,Cal.King,,,DM331CK-M,31751,shopify,20,deny,manual,269,597,TRUE,FALSE,,,,"ELBERTYNA 8"" Tight Top Mattress",FALSE,"ELBERTYNA 8"" Tight Top Mattress California King in White | GOODDEGG","ELBERTYNA Tight Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM331CK-M,new,TRUE,,g,,269,,,,,,,active
elbertyna-8-tight-top-mattress-white,"ELBERTYNA 8"" Tight Top Mattress","FREE SHIPPING
ELBERTYNA 8"" Tight Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 80""L X 76""W X 8""H
Size: Eastern King
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 70 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ELBERTYNA",TRUE,Color,White,Size,E.King,,,DM331EK-M,31751,shopify,20,deny,manual,269,597,TRUE,FALSE,,,,"ELBERTYNA 8"" Tight Top Mattress",FALSE,"ELBERTYNA 8"" Tight Top Mattress Eastern King in White | GOODDEGG","ELBERTYNA Tight Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM331EK-M,new,TRUE,,g,,269,,,,,,,active
elbertyna-8-tight-top-mattress-white,"ELBERTYNA 8"" Tight Top Mattress","FREE SHIPPING
Sleep easy with ELBERTYNA 8"" Tight Top Mattress, designed to deliver comfort and steady support night after night. Its Mattress design keeps the look clean and inviting. The 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam construction keeps you comfortable, finished in White tones.
Product Dimensions: 75""L X 54""W X 8""H
Size: Full
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 50 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ELBERTYNA",TRUE,Color,White,Size,Full,,,DM331F-M,22680,shopify,20,deny,manual,189,447,TRUE,FALSE,,,,"ELBERTYNA 8"" Tight Top Mattress",FALSE,"ELBERTYNA 8"" Tight Top Mattress Full in White | GOODDEGG","ELBERTYNA Tight Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM331F-M,new,TRUE,,g,,189,,,,,,,active
elbertyna-8-tight-top-mattress-white,"ELBERTYNA 8"" Tight Top Mattress","FREE SHIPPING
ELBERTYNA 8"" Tight Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam, it is finished in White tones and made for lasting comfort.
Product Dimensions: 80""L X 60""W X 8""H
Size: Queen
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 60 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ELBERTYNA",TRUE,Color,White,Size,Queen,,,DM331Q-M,27216,shopify,20,deny,manual,229,537,TRUE,FALSE,,,,"ELBERTYNA 8"" Tight Top Mattress",FALSE,"ELBERTYNA 8"" Tight Top Mattress Queen in White | GOODDEGG","ELBERTYNA Tight Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM331Q-M,new,TRUE,,g,,229,,,,,,,active
elbertyna-8-tight-top-mattress-white,"ELBERTYNA 8"" Tight Top Mattress","FREE SHIPPING
ELBERTYNA 8"" Tight Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 75""L X 39""W X 8""H
Size: Twin
Features
- Supportive coil system for steady alignment
Materials: 1 or 2"" Of Innerspring Support Base Foam, 1 or 2"" Of Comfort Layer Hd Polyurethane Foam.
Color: White
Weight: 40 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, ELBERTYNA",TRUE,Color,White,Size,Twin,,,DM331T-M,18144,shopify,20,deny,manual,139,327,TRUE,FALSE,,,,"ELBERTYNA 8"" Tight Top Mattress",FALSE,"ELBERTYNA 8"" Tight Top Mattress Twin in White | GOODDEGG","ELBERTYNA Tight Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM331T-M,new,TRUE,,g,,139,,,,,,,active
forsythia-10-green-tea-gel-memory-foam-mattress-white,"FORSYTHIA 10"" Green Tea Gel Memory Foam Mattress","FREE SHIPPING
FORSYTHIA 10"" Green Tea Gel Memory Foam offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Inner Cover: Cotton Scrim Fabric, it is finished in White tones and made for lasting comfort.
Product Dimensions: 76""W X 80""D X 10""H
Size: Eastern King
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 74.47 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, FORSYTHIA",TRUE,Color,White,Size,E.King,,,DM710-EK,33779,shopify,20,deny,manual,319,747,TRUE,FALSE,,,,"FORSYTHIA 10"" Green Tea Gel Memory Foam Mattress",FALSE,"FORSYTHIA 10"" Green Tea Gel Memory Foam | GOODDEGG","FORSYTHIA Tea Gel Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM710-EK,new,TRUE,,g,,319,,,,,,,active
forsythia-10-green-tea-gel-memory-foam-mattress-white,"FORSYTHIA 10"" Green Tea Gel Memory Foam Mattress","FREE SHIPPING
FORSYTHIA 10"" Green Tea Gel Memory Foam is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Inner Cover: Cotton Scrim Fabric, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 54""W X 75""D X 10""H
Size: Full
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 50.69 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, FORSYTHIA",TRUE,Color,White,Size,Full,,,DM710-F,22993,shopify,20,deny,manual,219,507,TRUE,FALSE,,,,"FORSYTHIA 10"" Green Tea Gel Memory Foam Mattress",FALSE,"FORSYTHIA 10"" Green Tea Gel Memory Foam | GOODDEGG","FORSYTHIA Tea Gel Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM710-F,new,TRUE,,g,,219,,,,,,,active
forsythia-10-green-tea-gel-memory-foam-mattress-white,"FORSYTHIA 10"" Green Tea Gel Memory Foam Mattress","FREE SHIPPING
Sleep easy with FORSYTHIA 10"" Green Tea Gel Memory Foam, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Inner Cover: Cotton Scrim Fabric construction keeps you comfortable, finished in White tones.
Product Dimensions: 60""W X 80""D X 10""H
Size: Queen
Features
- Cooling gel infusion for a fresher sleep
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 59.88 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, FORSYTHIA",TRUE,Color,White,Size,Queen,,,DM710-Q,27161,shopify,20,deny,manual,259,597,TRUE,FALSE,,,,"FORSYTHIA 10"" Green Tea Gel Memory Foam Mattress",FALSE,"FORSYTHIA 10"" Green Tea Gel Memory Foam | GOODDEGG","FORSYTHIA Tea Gel Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM710-Q,new,TRUE,,g,,259,,,,,,,active
